advertiserId,advertiserName,creativeId,adFormat,firstShown,lastShown,approxDaysShown,adUrl,imageUrl,previewUrl,matchedDomain,searchQuery,previewFetched,previewText,previewAssetUrls,scrapedAt
AR16832577870747402241,"NIKE GLOBAL TRADING B.V. SINGAPORE BRANCH",CR05650980632755437569,text,2026-09-03,2026-09-05,3,https://adstransparency.google.com/advertiser/AR16832577870747402241/creative/CR05650980632755437569,,https://adstransparency.google.com/advertiser/AR16832577870747402241/creative/CR05650980632755437569,nike.com,nike.com,true,"Nike official website and sale information","[]",2026-09-05T00:00:00Z
